src, tgt
5-5-0=, 0
3+2-2=, 3
1-3+2=, 0
9-8+5=, 6
0+6+2=, 8
7-7+5=, 5
4-8+7=, 3
9-5+1=, 5
8+5+6=, 19
9+1-1=, 9
4+5+6=, 15
6+8+4=, 18
2+6+5=, 13
5-5-4=, -4
7+3-4=, 6
6+4+0=, 10
2+8+4=, 14
6-7+8=, 7
6+0+5=, 11
1-8-0=, -7
7+4-1=, 10
5-8+9=, 6
5-1-3=, 1
5+4-2=, 7
1-2-3=, -4
9+5-9=, 5
9-4-5=, 0
3-7-9=, -13
3+0-9=, -6
0-9-0=, -9
8-7+1=, 2
6-9+3=, 0
2-3-0=, -1
5+4+8=, 17
3-3-4=, -4
7-4-4=, -1
9+3+4=, 16
8-2-1=, 5
7-0-6=, 1
6-6+8=, 8
2-9-1=, -8
5+3+9=, 17
0+4+6=, 10
1-8-2=, -9
9-5-8=, -4
9-1-3=, 5
2+6+4=, 12
0+4-6=, -2
8-3-7=, -2
2-4+0=, -2
5-2-1=, 2
6+5+2=, 13
6+2+5=, 13
1+6-8=, -1
1+9-3=, 7
8-2+4=, 10
5-6-9=, -10
8-2-5=, 1
2+0-3=, -1
3+0+8=, 11
3+0-4=, -1
7+4+5=, 16
6-1+5=, 10
2-6-9=, -13
7-1-8=, -2
1+0-9=, -8
2+4+3=, 9
0+2-3=, -1
1+3+7=, 11
2-7+8=, 3
9-7-1=, 1
8+0+3=, 11
4-3-4=, -3
0+3+1=, 4
8-2-1=, 5
3-1-0=, 2
2-3+3=, 2
4+7+4=, 15
3+8+1=, 12
3+1-3=, 1
2+0-5=, -3
1-7+4=, -2
0-4-9=, -13
5-8-1=, -4
8-5+0=, 3
6-3+7=, 10
6+0-9=, -3
3-5-8=, -10
7-3+8=, 12
2+2+7=, 11
2+7+8=, 17
7-0-3=, 4
8+2+3=, 13
3-5-7=, -9
6+6+4=, 16
5-4-1=, 0
2+8-2=, 8
5-9+8=, 4
6+8+6=, 20
9+4+2=, 15
4+5-5=, 4
9+1-6=, 4
6-6+2=, 2
4-1+6=, 9
7+6-3=, 10
1+9+3=, 13
2-0+8=, 10
1-9-9=, -17
8-1-3=, 4
3+9+8=, 20
6+8-5=, 9
1-0-9=, -8
7+3-9=, 1
0+4+4=, 8
3+7-6=, 4
2-7+1=, -4
3+6-0=, 9
9-6-5=, -2
3-9+8=, 2
4-4-2=, -2
4-9+4=, -1
4+4+8=, 16
6-1+2=, 7
1-5+1=, -3
9-0+7=, 16
7-5+6=, 8
0+3+1=, 4
4+0-6=, -2
1-8-1=, -8
8+7+6=, 21
1-9+0=, -8
9+1+1=, 11
1+2+2=, 5
0-2+6=, 4
3-1+8=, 10
1+3+1=, 5
6-7+6=, 5
5-9+7=, 3
5+6-0=, 11
4-0+6=, 10
0+9-0=, 9
6+7+9=, 22
8+2+0=, 10
2+8-1=, 9
9+7+7=, 23
3-0+8=, 11
5-2-7=, -4
1+5+7=, 13
8+0+5=, 13
4+2+3=, 9
4-9+1=, -4
2-0+2=, 4
3+1+0=, 4
3+1-0=, 4
8-4-8=, -4
9+8+4=, 21
3+6-8=, 1
5+5-6=, 4
3-3-2=, -2
0-2+4=, 2
9+6+1=, 16
6-8-6=, -8
4+9+5=, 18
4-2+7=, 9
2-4-5=, -7
5-7-6=, -8
6+5+6=, 17
0-3-8=, -11
7+6+2=, 15
3+7+3=, 13
7+1+3=, 11
5-5+9=, 9
7+7-6=, 8
4-0+1=, 5
7-3-6=, -2
3+9-8=, 4
8-8+5=, 5
9+6+7=, 22
5+6-5=, 6
3-5-1=, -3
0+5-5=, 0
3+1+2=, 6
3-8-2=, -7
8-2-8=, -2
0+7-0=, 7
3+1-8=, -4
0-4-9=, -13
2-5+4=, 1
9+4+6=, 19
4+1+4=, 9
3-9-7=, -13
4+8+4=, 16
3+6+2=, 11
7+1-5=, 3
4-1+3=, 6
5-9-0=, -4
7-0-4=, 3
1+2-9=, -6
4-8-4=, -8
3+4+1=, 8
0+0+3=, 3
6-6+5=, 5
3-1+0=, 2
8+3-7=, 4
9+7-0=, 16
8-2+5=, 11
5+7+7=, 19
2+8+2=, 12
6+1+9=, 16
2+4+6=, 12
3-8-6=, -11
7+3+6=, 16
1-8-3=, -10
0+9-5=, 4
7-5-3=, -1
3-4-4=, -5
8+1-8=, 1
9+2+9=, 20
1+7+9=, 17
9+1-2=, 8
4+2+6=, 12
4+3-0=, 7
2-2+3=, 3
3-8+5=, 0
2+3-8=, -3
1+0-1=, 0
5+1+7=, 13
8+7-5=, 10
6-0+3=, 9
8+5+9=, 22
1+0+3=, 4
1-7-3=, -9
4+3-8=, -1
0-3+8=, 5
3+0+8=, 11
5+7+0=, 12
0-2+4=, 2
7+9+4=, 20
9-1+5=, 13
4-2-1=, 1
9-6-1=, 2
6+2-1=, 7
1+9-7=, 3
9-6-3=, 0
7-7-6=, -6
9-6+8=, 11
1+2+1=, 4
0+8-5=, 3
2+3+5=, 10
2-5+8=, 5
7+2+7=, 16
7-3+8=, 12
8-2-6=, 0
4-0+9=, 13
5-4-7=, -6
1+6+0=, 7
7-7+6=, 6
8+9-7=, 10
5-2-1=, 2
9+3+2=, 14
6+8-4=, 10
3+9-6=, 6
9+5-7=, 7
0-2+2=, 0
8+5-6=, 7
2-0-7=, -5
7+1-3=, 5
6+5-8=, 3
1+2-4=, -1
4-0-4=, 0
5-4-1=, 0
8+7-6=, 9
9-7-9=, -7
4+8+6=, 18
3-6+8=, 5
7-5-6=, -4
7-0-2=, 5
1-5+8=, 4
4-6-7=, -9
8+4-5=, 7
6-7-0=, -1
2+4-0=, 6
4+8-1=, 11
7-5+2=, 4
3+5-6=, 2
8+6-1=, 13
6+6+7=, 19
2+6-6=, 2
8+0-1=, 7
0-6+0=, -6
8+2+7=, 17
5+3-2=, 6
4+2-8=, -2
8-0-2=, 6
7-8+5=, 4
8-9+5=, 4
1-8-4=, -11
4-1-2=, 1
8-9-1=, -2
4+1-1=, 4
1+4+4=, 9
3-7-7=, -11
5+7-2=, 10
1+2-0=, 3
0+3-3=, 0
5-1-2=, 2
9+8-5=, 12
8+2-9=, 1
6-5+7=, 8
3-8-2=, -7
6+7-9=, 4
8-6-2=, 0
3+7+3=, 13
2-5+0=, -3
3+3-2=, 4
1+6+8=, 15
4+5+5=, 14
7-9-4=, -6
6-1-4=, 1
9+3-9=, 3
7+3-9=, 1
5-8-5=, -8
5-1-3=, 1
5+9+9=, 23
6-8+4=, 2
0-6+7=, 1
3-9-6=, -12
8-6-1=, 1
4-6-2=, -4
2-8+0=, -6
4+5+7=, 16
3+6-1=, 8
9+2+7=, 18
5+6-6=, 5
0+1+9=, 10
2+8-5=, 5
6-3+7=, 10
5+7-4=, 8
9-4+6=, 11
8+0+6=, 14
9-2+4=, 11
9+5-9=, 5
1+6+0=, 7
5+8-6=, 7
8+5-8=, 5
0-1-7=, -8
5+4+5=, 14
7-1+0=, 6
6-3-7=, -4
1-8+8=, 1
9+6-3=, 12
0-2-2=, -4
3+4-2=, 5
2+2+9=, 13
5+6+8=, 19
1+6+2=, 9
1+0-8=, -7
3-6+4=, 1
2+0+0=, 2
3-7+4=, 0
3-4+4=, 3
8+6+3=, 17
5-6+0=, -1
1-1+4=, 4
1-9+6=, -2
6-4+1=, 3
0-2-8=, -10
0+9-2=, 7
3+9+7=, 19
1-4+0=, -3
9+6-4=, 11
2+4-1=, 5
7+7+1=, 15
4+7-9=, 2
7+0+5=, 12
5+0-3=, 2
7+8+5=, 20
2-3+0=, -1
2+9-4=, 7
4+8-8=, 4
5+4+2=, 11
1-5-9=, -13
7-5-6=, -4
6+8+5=, 19
9+2-0=, 11
7+0+5=, 12
0+4-8=, -4
1-3-5=, -7
6-3+6=, 9
2+3+4=, 9
0+9-8=, 1
2-2-8=, -8
2-0-8=, -6
6-0-5=, 1
8+6-5=, 9
4-9-8=, -13
5+1+3=, 9
9-0+9=, 18
1-3-1=, -3
0+8+1=, 9
2-6+9=, 5
5+1+7=, 13
4+5-9=, 0
7+4+3=, 14
2-5-6=, -9
8+3+0=, 11
4-7-2=, -5
3-0+5=, 8
5-2+0=, 3
0+8-7=, 1
4+4-4=, 4
6-2-2=, 2
6+0-7=, -1
5-6-2=, -3
1-0-0=, 1
2+3-4=, 1
8-3+8=, 13
6-6+0=, 0
2-3-0=, -1
4-6-5=, -7
9-7+8=, 10
7+6+0=, 13
5-9+1=, -3
0+7+2=, 9
0+7+4=, 11
2-8-8=, -14
4-1+1=, 4
2+3-3=, 2
1+8+2=, 11
0+0-5=, -5
6+2+5=, 13
4+5+8=, 17
6+2-8=, 0
0+2-5=, -3
1-6+5=, 0
0+7+5=, 12
4+0-6=, -2
5-5+2=, 2
5+0+4=, 9
7-0-0=, 7
9+0-5=, 4
7+0+5=, 12
1+1-0=, 2
2-6-3=, -7
6+3-1=, 8
9+8+8=, 25
9-9-8=, -8
1+8-5=, 4
8+6-6=, 8
4-8-2=, -6
7+1+7=, 15
2-0-2=, 0
9-5+5=, 9
8-3-6=, -1
6-0-9=, -3
7-2+2=, 7
8-8+4=, 4
2-8+8=, 2
0-5-4=, -9
4-3-0=, 1
5-5-5=, -5
8-8-4=, -4
1-6+1=, -4
1-7+5=, -1
4+3-7=, 0
8+8-4=, 12
5+4+7=, 16
0-6-7=, -13
4-5-7=, -8
3-7+1=, -3
4-3+8=, 9
7-9+3=, 1
1-0+2=, 3
5-5-4=, -4
9+3-6=, 6
9+2-7=, 4
9-0-8=, 1
3+1+6=, 10
7-6-6=, -5
2-5+4=, 1
3+5-4=, 4
7+1+0=, 8
2+3+3=, 8
4+0+3=, 7
6-8+4=, 2
7+4-1=, 10
3-2+2=, 3
1+5+7=, 13
6-7-2=, -3
1-0+2=, 3
3+5+4=, 12
6-7-3=, -4
9+7+5=, 21
8-4+9=, 13
1+7+0=, 8
4+5-6=, 3
0-5+4=, -1
4-3-8=, -7
2+8+4=, 14
6-5+8=, 9
5-7+7=, 5
6-3+6=, 9
9-7-2=, 0
4-0+8=, 12
9-5+2=, 6
7+5+2=, 14
1+6-8=, -1
0+3+6=, 9
6+6-0=, 12
9-2+0=, 7
8+0-9=, -1
1+0-3=, -2
7+8+3=, 18
1+3-4=, 0
1-9+9=, 1
5-9+8=, 4
9-6-1=, 2
4-7-2=, -5
0-5+6=, 1
9-3+3=, 9
7-4+9=, 12
1-5-0=, -4
8-4-6=, -2
7-4+4=, 7
0-8+4=, -4
6+0+1=, 7
6+4+2=, 12
4-3+7=, 8
6-0-7=, -1
5-3-0=, 2
8-3+0=, 5
7-0-4=, 3
7+4+7=, 18
8-6+7=, 9
4+0-1=, 3
1-4-7=, -10
2-8+8=, 2
1+8+4=, 13
2-1+6=, 7
2+3-0=, 5
8+1+6=, 15
3+7-9=, 1
5+3-1=, 7
7-3+8=, 12
2-3+4=, 3
2-4-8=, -10
6-8-4=, -6
0+9-7=, 2
7-7+0=, 0
6+8-8=, 6
6+2+9=, 17
1+7+3=, 11
2-7+2=, -3
3+1-1=, 3
4+3-3=, 4
6-1+3=, 8
9+5-4=, 10
3-9-7=, -13
4+4+5=, 13
2+6+6=, 14
7+2-1=, 8
3-5+6=, 4
4-6-2=, -4
3-4-5=, -6
3-8-3=, -8
9+7+1=, 17
8+3+1=, 12
4+1-6=, -1
5+9+9=, 23
8+2-1=, 9
0-6-1=, -7
5+7+1=, 13
7-8+8=, 7
9-8-0=, 1
1-2-1=, -2
2+7-9=, 0
0+6+1=, 7
5+5+3=, 13
6-9-0=, -3
6-2+2=, 6
6-9-1=, -4
0-6-2=, -8
5-5-5=, -5
2+6-7=, 1
5+2-7=, 0
0-2-8=, -10
6+3+9=, 18
8-8-2=, -2
5-8+6=, 3
9-8+7=, 8
4+6-7=, 3
7-8-4=, -5
4-5-0=, -1
3+7+3=, 13
3-3-1=, -1
3-6-5=, -8
6+8-2=, 12
6-1+4=, 9
2-9-5=, -12
8+5+3=, 16
7-9+3=, 1
6+1-1=, 6
5+4-3=, 6
0+6+7=, 13
0+7+8=, 15
4+8-0=, 12
5-1-4=, 0
9+0-7=, 2
9+8-0=, 17
0+3+0=, 3
0+9+0=, 9
0+8-1=, 7
5+0+3=, 8
2-8-6=, -12
3+3-8=, -2
1+8-1=, 8
5-6+0=, -1
4+5-1=, 8
9-8+9=, 10
2-6+9=, 5
0+9+9=, 18
9+9-4=, 14
2+3-0=, 5
6-4+7=, 9
4+9-4=, 9
5+4+9=, 18
3+1+1=, 5
8+9-2=, 15
0-5-6=, -11
7+3+8=, 18
3-9+4=, -2
9-7-0=, 2
2-8+5=, -1
1-7+7=, 1
0+4+6=, 10
7-0-0=, 7
3+4-0=, 7
2-5-4=, -7
0+0-6=, -6
2-2-2=, -2
5+1+4=, 10
9+8-9=, 8
0+9+5=, 14
3-5-1=, -3
5+7+4=, 16
9+5-5=, 9
7-2-8=, -3
5-5-3=, -3
7-9+8=, 6
1+1-2=, 0
7-6+6=, 7
9-2+2=, 9
1+0-3=, -2
1+4+3=, 8
4+7+4=, 15
1+9-2=, 8
7-7-2=, -2
6+4+7=, 17
2+4-0=, 6
1+0+9=, 10
4+7-5=, 6
2+3+6=, 11
4+6-2=, 8
8+2+5=, 15
0-6+1=, -5
2-4+1=, -1
3-3+9=, 9
1-0+4=, 5
5+9-5=, 9
1-7-6=, -12
5+6-6=, 5
6-8-5=, -7
0+4-3=, 1
9+8-4=, 13
2+4-7=, -1
5+1-1=, 5
4+1-6=, -1
5-0+3=, 8
0-1-9=, -10
3+6+4=, 13
5+9-9=, 5
2+8-1=, 9
6+6-6=, 6
0+8-2=, 6
2+9+0=, 11
0+8-5=, 3
7+9-6=, 10
1+9-8=, 2
0+3-0=, 3
2+7+8=, 17
2+8+9=, 19
7+5+8=, 20
7-9-8=, -10
9-1-1=, 7
0+9-2=, 7
5-1+8=, 12
1-2+7=, 6
2+6-0=, 8
0-8-9=, -17
4-0-0=, 4
5-8-5=, -8
7-7-3=, -3
3-6+6=, 3
8-7-3=, -2
5-7+3=, 1
6+0+4=, 10
5+5-9=, 1
9-9+7=, 7
8+2-4=, 6
4-3+2=, 3
4-1-7=, -4
9+4-2=, 11
7+5+1=, 13
2+4-0=, 6
6+4-6=, 4
8+2-9=, 1
3-8-7=, -12
1-3+1=, -1
6-2-5=, -1
0+9+9=, 18
8+0-4=, 4
5+4-5=, 4
7+2-6=, 3
1+0+0=, 1
7-9+1=, -1
0+5-5=, 0
2-2+6=, 6
1+7-5=, 3
9+0-6=, 3
7+3-8=, 2
4+2-4=, 2
5-9-2=, -6
1+7+2=, 10
2+8-9=, 1
9-0-1=, 8
0-5+4=, -1
5+7-4=, 8
0-0+1=, 1
9+0+3=, 12
9-8-2=, -1
2+7+6=, 15
8-8+7=, 7
7-3-2=, 2
2+7-8=, 1
4-1+7=, 10
1-7+6=, 0
2+9+7=, 18
9-9-5=, -5
6-1-2=, 3
9+5-8=, 6
5-5-4=, -4
3+4-7=, 0
3-3-5=, -5
3-5+1=, -1
6+7-5=, 8
2+4+2=, 8
0-1-9=, -10
7+9-0=, 16
5+2-3=, 4
3+4+7=, 14
6-8+2=, 0
0+7+4=, 11
1-8+2=, -5
3-2-3=, -2
4+4+6=, 14
0+3-7=, -4
3-6+2=, -1
9-5+4=, 8
4+0+3=, 7
5+6-8=, 3
0+8+4=, 12
5-5+4=, 4
7-4-1=, 2
9-1-1=, 7
9+2+2=, 13
2-8+1=, -5
5-6-5=, -6
2+5-2=, 5
1+8-7=, 2
6-6-7=, -7
2-8-5=, -11
3+3+5=, 11
2-3+5=, 4
8-2-1=, 5
4+2-3=, 3
6-4-7=, -5
0+1+2=, 3
8-2-2=, 4
3+3+4=, 10
2-4+1=, -1
6-5+2=, 3
5+8+4=, 17
2-2+1=, 1
5+9+7=, 21
7+6+2=, 15
5+3+0=, 8
0+8+5=, 13
3-4-5=, -6
9-1-4=, 4
7+2+0=, 9
1+6-7=, 0
5+2-0=, 7
4+4-5=, 3
6-6+5=, 5
4+1+5=, 10
0-7-5=, -12
2+3-8=, -3
1+8-9=, 0
5-3+9=, 11
3-2+1=, 2
8-4+3=, 7
9-6+9=, 12
5+6-2=, 9
7-3+5=, 9
7-5-5=, -3
8+8+8=, 24
3-9-3=, -9
8+8-8=, 8
9+0+2=, 11
0-2+8=, 6
9+3-2=, 10
6+7+6=, 19
9-9-2=, -2
2+8+6=, 16
3-4-5=, -6
2+0+3=, 5
1+5+1=, 7
4+1-5=, 0
4-7-6=, -9
3+3+0=, 6
7-3-7=, -3
9-0+5=, 14
9-8+4=, 5
7-3-0=, 4
8+7-8=, 7
1-9-5=, -13
4-0+2=, 6
7-3+6=, 10
9-1-9=, -1
8-9+0=, -1
1-6-4=, -9
2+4+7=, 13
6-0-2=, 4
0-0+5=, 5
5-7-6=, -8
4-1-9=, -6
6+2-1=, 7
8+3-4=, 7
8-3-7=, -2
7+2+6=, 15
1+9+5=, 15
2+5+8=, 15
3+7-6=, 4
4+7-2=, 9
8-5-3=, 0
4+5-1=, 8
3+9+3=, 15
3-8+4=, -1
6-1-2=, 3
2-1+2=, 3
9-8-8=, -7
3+2+9=, 14
8-5+9=, 12
1+3+1=, 5
4+8-0=, 12
2-0-3=, -1
7+8-0=, 15
4+5+0=, 9
5+1+3=, 9
9-7+4=, 6
1-6-6=, -11
2+4+4=, 10
5+6-0=, 11
7+1-5=, 3
2-1-6=, -5
8-0-1=, 7
5-8+0=, -3
2-4+3=, 1
2+9-5=, 6
4-7+6=, 3
6-4+3=, 5
8+4+8=, 20
6-0+6=, 12
6-6+4=, 4
1-5+8=, 4
2-8+6=, 0
0+4+7=, 11
0+9+9=, 18
8-8-4=, -4
8+9+7=, 24
2+0-8=, -6
4+1+0=, 5
3-8-4=, -9
7-1+2=, 8
2-4+2=, 0
6-4-5=, -3
1-3+9=, 7
4+7-4=, 7
7-8+1=, 0
9+1-0=, 10
3+1-6=, -2
9-9-1=, -1
8+7+7=, 22
4-4-5=, -5
3+9-8=, 4
8+5-4=, 9
1-0+9=, 10
4+8-4=, 8
0+2-6=, -4
8+7+4=, 19
6-1+3=, 8
3-7+6=, 2
3+5-6=, 2
5-6-2=, -3
3-6-0=, -3
9+3+1=, 13
6+1+2=, 9
9+4+3=, 16
3-7-1=, -5
4-9+7=, 2
0-3+4=, 1
5-2+6=, 9
1-7+5=, -1
5+0+8=, 13
1+3-6=, -2
9+9-3=, 15
9-9-8=, -8
7+5+7=, 19
0-5+6=, 1
2+6-4=, 4
4-0+0=, 4
9-4-0=, 5
5-6-0=, -1
9+8+2=, 19
6+7-4=, 9
5-1+9=, 13
0-2-6=, -8
7-6+1=, 2
0-1+2=, 1
4-9+8=, 3
2-9-0=, -7
2+6-9=, -1
8+4+8=, 20
3+1-2=, 2
3-0-2=, 1
2+6-2=, 6
0-2-8=, -10
6-8-2=, -4
7+0-9=, -2
9+0-6=, 3
1+5+0=, 6
7-5-6=, -4
9-5-5=, -1
2-1+8=, 9
1-3-9=, -11
2-1-0=, 1
8-7+6=, 7
1+6+5=, 12
5-3+7=, 9
1-2-7=, -8
8-5+9=, 12
8-9-8=, -9
0-4-2=, -6
2-4-2=, -4
6+7+9=, 22
7-0-1=, 6
6-5-0=, 1
5-2+6=, 9
5+9+6=, 20
4+7+9=, 20
8+5+6=, 19
2+2-0=, 4
4+3-8=, -1
3+3-5=, 1
6-9-7=, -10
7+4+2=, 13
8-0+1=, 9
9-4+1=, 6
1+9+6=, 16
6-8-7=, -9
8-4+7=, 11
4-2+4=, 6
9+8-1=, 16
6+8+0=, 14
8-4-1=, 3
7-6+6=, 7
2+4+3=, 9
6-6-1=, -1
0-3-1=, -4
5-6+2=, 1
4+1+0=, 5
1-9+3=, -5
0+1-0=, 1
0-5+0=, -5
6+7+9=, 22
3-9+7=, 1
6+7+5=, 18
7-3+5=, 9
4+0-4=, 0
0-6-3=, -9
0+4+3=, 7
8-3-8=, -3
5+9+0=, 14
7-1-0=, 6
3+5-3=, 5
6-4+5=, 7
3-1-2=, 0
7-3+4=, 8
1-3+2=, 0
0+5+8=, 13
7+2-0=, 9
2+3-5=, 0
8+8+4=, 20
0+8-8=, 0
7+5-0=, 12
4-1-6=, -3
6+8+7=, 21
8-1+3=, 10
1-4-6=, -9
4+1+9=, 14
6-4+3=, 5
3+1-1=, 3
3+2-4=, 1
6-7+9=, 8
4-7-0=, -3
8+8-3=, 13
4+7-0=, 11
1+3-4=, 0
2+2-1=, 3
7+3-1=, 9
6-5-8=, -7
5-1+4=, 8
2-1+7=, 8
5+4+5=, 14
3+0-8=, -5
7-3-9=, -5
7-0-6=, 1
3-3+2=, 2
5+7-2=, 10
4-6+2=, 0
3-1+5=, 7
3+2+3=, 8
9-4+4=, 9
4-3-2=, -1
1-1-5=, -5
7-7+6=, 6
2+7+6=, 15
0+4+0=, 4
5-5+5=, 5
6+9-8=, 7
9+6-1=, 14
3+7+2=, 12
1+2+2=, 5
1+0+9=, 10
7-0-4=, 3
5-6-9=, -10
9-7+6=, 8
8+2+9=, 19
8-5+0=, 3
3+2+5=, 10
9-6-1=, 2
5-3+2=, 4
1-1-7=, -7
4-8-5=, -9
2-0-3=, -1
4+8-0=, 12
1-9-2=, -10
5+9-4=, 10
9+4+6=, 19
3-1+9=, 11
8-4+0=, 4
7-0-2=, 5
8+0-2=, 6
0+7+4=, 11
7-0+8=, 15
2+8+0=, 10
8-8-8=, -8
6-7-1=, -2
2-5-2=, -5
5+0+4=, 9
0-9+5=, -4
9+5-0=, 14
8+4+4=, 16
2+3-4=, 1
3+4+5=, 12
4-7+9=, 6
1-8+6=, -1
4-1+4=, 7
2-3-0=, -1
6+4+2=, 12
3+9+5=, 17
6-6+6=, 6
9+1-7=, 3
7+2-5=, 4
2-4-8=, -10
0+1-2=, -1
2-5-3=, -6
2+8-7=, 3
5-1+2=, 6
8+1+7=, 16
7+8-0=, 15
6+9+2=, 17
5+3+7=, 15
9+1-1=, 9
1-9+0=, -8
9+0-8=, 1
7+6-0=, 13
8-7-1=, 0
2+6+8=, 16
9-9+8=, 8
1-0+0=, 1
0+8+0=, 8
8-1-1=, 6
7+9+8=, 24
6-5+3=, 4
0-6+1=, -5
9+6+8=, 23
4-0-0=, 4
9+7-7=, 9
8+9+6=, 23
1+0-0=, 1
1-8-7=, -14
3+8-2=, 9
7-9+5=, 3
1+9+6=, 16
4+6+8=, 18
8-7+7=, 8
2+6+9=, 17
1-4-7=, -10
3+4-7=, 0
1-5-4=, -8
3-8-4=, -9
0+2-3=, -1
9+3+6=, 18
2-7-1=, -6
1+2-7=, -4
3-4+6=, 5
6-7+5=, 4
0-1-5=, -6
1-4+1=, -2
3-7-9=, -13
5-1-0=, 4
0+9-2=, 7
7-3+6=, 10
5+1-5=, 1
6-7+3=, 2
6-4+6=, 8
3-7-5=, -9
7-4+6=, 9
2-1+7=, 8
9+6-3=, 12
8+9+0=, 17
9+6+3=, 18
5+3-3=, 5
3-1-8=, -6
7-9-2=, -4
8-1-5=, 2
6+5-2=, 9
5-0-7=, -2
8-9-6=, -7
7+0+0=, 7
3-0-7=, -4
0+9+0=, 9
5+1-0=, 6
1-2+8=, 7
6-1+2=, 7
9-4-6=, -1
3-6-5=, -8
0-8-2=, -10
0+3-0=, 3
0+5-2=, 3
3+6+5=, 14
9-4+9=, 14
9+7+6=, 22
1+3-3=, 1
7-7+6=, 6
4-6-6=, -8
4-5-3=, -4
6+4-5=, 5
6+4-1=, 9
6+4-9=, 1
2-6-9=, -13
2-6-0=, -4
3-7-5=, -9
1+0-7=, -6
1-0+8=, 9
8+6-1=, 13
8+8+6=, 22
6+9+2=, 17
1+5+3=, 9
1+0+9=, 10
6+3-7=, 2
1-7+6=, 0
6+3-2=, 7
2-0-8=, -6
9+8-3=, 14
0-4+4=, 0
4+4+1=, 9
3-3-5=, -5
4+3+6=, 13
7+7-4=, 10
3-1+4=, 6
7-1-2=, 4
4-8-9=, -13
9+8-1=, 16
3+8-5=, 6
9+3+6=, 18
1+4-4=, 1
5+9+5=, 19
6-8-7=, -9
4+2-4=, 2
4+9+1=, 14
3+4+7=, 14
1-0+9=, 10
2-8+8=, 2
6+9+1=, 16
7+4-2=, 9
6+4+1=, 11
1-8-6=, -13
9+7+5=, 21
0+0-3=, -3
1-1-8=, -8
6-9-9=, -12
9+8-8=, 9
6-7+9=, 8
0-5-1=, -6
2-4-8=, -10
4-2-0=, 2
8-6-0=, 2
2+6+2=, 10
9-4-1=, 4
9-6+2=, 5
4-8-5=, -9
7-2-2=, 3
7-3-7=, -3
4+1+8=, 13
1-5-7=, -11
3+8-4=, 7
0+6+4=, 10
2+3-1=, 4
5+0+9=, 14
5+6+4=, 15
9+3-7=, 5
4+3+2=, 9
0+2+5=, 7
9-4-1=, 4
1+7-2=, 6
2-9+0=, -7
7+5+2=, 14
6+1-2=, 5
6+1+1=, 8
8-9+5=, 4
9+2-6=, 5
0-2-1=, -3
2+6-0=, 8
1-2+6=, 5
4-2-1=, 1
4-4-4=, -4
0+1+2=, 3
2-0+5=, 7
5-0-0=, 5
5+1+0=, 6
8+0-3=, 5
3+0+9=, 12
4+9+9=, 22
8-1+3=, 10
3+3+4=, 10
4-5-3=, -4
5+0+4=, 9
9-0+7=, 16
8-4-1=, 3
1+5-1=, 5
7-1+0=, 6
5+7+1=, 13
1-2+4=, 3
1-5+9=, 5
2-0+1=, 3
5+9+2=, 16
4-0-2=, 2
4-1-4=, -1
4-7-0=, -3
7+9-1=, 15
1-8+9=, 2
1-5-1=, -5
7-6-3=, -2
8-2+7=, 13
3+0+7=, 10
5-0-3=, 2
2+0-3=, -1
2-1+9=, 10
8-8+1=, 1
0+8+5=, 13
8-1+2=, 9
4+0+8=, 12
3+9+7=, 19
2+3-9=, -4
4+2+2=, 8
4-9+4=, -1
0+7+5=, 12
2-4-6=, -8
9+7-0=, 16
5-8+1=, -2
4+4+1=, 9
7-6+1=, 2
5-2+0=, 3
3-0-1=, 2
2-3-1=, -2
2-7-0=, -5
1+6+4=, 11
5+5+7=, 17
9+2-4=, 7
4+7+5=, 16
5+2-9=, -2
4-4-5=, -5
2+1-3=, 0
3-9+3=, -3
4+4+1=, 9
9+5+3=, 17
7-3+2=, 6
6-3-1=, 2
1-7-0=, -6
8-0+5=, 13
7+0+4=, 11
5-0-0=, 5
2+3-1=, 4
5-7+5=, 3
9-1-6=, 2
4-4-6=, -6
4-2+8=, 10
3+9-2=, 10
0-8-3=, -11
9+0-3=, 6
6-0-9=, -3
8-8-0=, 0
6-7+0=, -1
5+7-8=, 4
2-3-8=, -9
5-6+9=, 8
5-1+1=, 5
8+2-1=, 9
6+1+0=, 7
8+6-5=, 9
1+5+7=, 13
5+4+2=, 11
1-1+7=, 7
2-8-7=, -13
9-5+5=, 9
5-2-3=, 0
5+4-5=, 4
8+9-9=, 8
0-0-3=, -3
4-9+4=, -1
9+3-8=, 4
6+2-2=, 6
5-7-6=, -8
8-5+8=, 11
4-5-3=, -4
3+2-8=, -3
7-6+2=, 3
7-4-1=, 2
9-2+6=, 13
1-0-7=, -6
9+0+7=, 16
7+5+8=, 20
0+1+6=, 7
8+7-9=, 6
2+2-2=, 2
5-7-2=, -4
3+2+0=, 5
7-1-4=, 2
1-8+7=, 0
1+1+0=, 2
8-5-9=, -6
6-7+3=, 2
6+6+0=, 12
0+3+1=, 4
5-0-2=, 3
3+1+0=, 4
4+1-4=, 1
7-8-1=, -2
9+9+7=, 25
9+4-4=, 9
2+1+3=, 6
9-7-2=, 0
9+6+3=, 18
0+5-7=, -2
0-1-3=, -4
8+0+5=, 13
4+8-0=, 12
6-8-7=, -9
2+1-2=, 1
3-5-6=, -8
7-8-6=, -7
5+1+2=, 8
5-8+1=, -2
1+5-3=, 3
6+3-9=, 0
4+1+8=, 13
6-0-3=, 3
